0 237
8 1
9 1
11 1
12 1
14 2
15 1
19 1
21 1
23 1
26 1
31 1
34 2
37 1
41 1
42 1
48 1
51 1
53 1
67 1
74 1
75 1
77 1
78 1
80 2
81 1
82 1
86 1
89 2
90 1
92 1
94 1
100 1
106 1
111 1
115 1
119 1
121 1
122 1
128 1
130 1
141 1
144 1
148 1
151 1
155 1
161 1
164 1
165 2
166 1
169 1
176 4
182 2
183 1
186 1
188 1
191 1
195 1
202 1
203 1
204 2
205 1
208 1
209 1
210 1
211 1
219 1
225 1
229 1
234 1
235 1
237 1
239 1
252 1
258 1
259 1
260 1
261 1
264 1
266 1
280 1
301 2
306 1
308 2
316 1
317 1
320 1
326 1
344 1
346 1
354 1
359 1
360 1
362 2
365 1
371 1
372 1
374 2
380 1
381 1
392 1
409 1
423 1
425 1
435 1
441 1
451 1
468 1
469 1
486 1
488 1
494 1
499 2
502 1
510 1
514 1
515 1
518 1
522 1
542 1
552 1
555 1
556 1
557 1
563 1
568 1
574 1
578 1
585 1
590 1
591 1
602 1
604 1
607 1
611 1
623 1
626 1
631 1
635 2
636 1
638 1
643 1
644 1
660 1
664 1
668 1
669 1
671 1
680 1
686 1
690 1
691 1
693 1
695 1
706 1
707 2
711 1
718 1
738 1
745 1
746 1
747 1
749 1
752 1
760 1
762 1
771 1
774 2
778 1
789 1
793 1
795 1
797 1
798 1
800 1
805 3
812 1
813 1
816 1
818 1
819 1
821 1
823 1
829 1
830 1
831 1
835 1
837 1
841 1
849 1
852 1
867 1
868 1
869 1
872 1
873 1
878 1
879 1
880 1
883 1
889 1
896 2
898 2
900 1
906 1
907 1
911 2
918 1
923 1
931 1
933 2
934 2
936 1
939 1
940 1
944 1
945 1
947 1
948 1
954 1
955 1
963 1
967 1
968 1
972 2
975 1
979 1
984 1
989 1
993 1
998 2
