0 1256
2 2
4 1
5 1
8 1
10 1
11 1
12 1
13 1
14 3
19 1
22 1
23 2
27 1
30 2
31 1
32 2
35 1
38 1
42 1
44 1
45 1
46 5
49 2
50 2
51 1
52 1
54 1
56 1
57 1
61 1
62 2
65 2
66 1
69 1
72 2
73 1
74 1
75 1
76 1
77 2
78 1
79 1
80 1
84 1
86 1
87 1
88 1
89 1
90 2
92 1
94 1
96 1
97 1
99 2
100 1
102 1
103 2
104 1
106 2
108 1
109 2
111 1
113 2
115 2
116 1
117 1
119 1
120 1
121 1
124 1
125 1
127 1
128 2
129 1
130 1
131 1
135 2
139 1
141 1
142 1
151 1
154 2
155 1
157 2
159 1
161 1
163 1
164 1
165 2
166 2
170 1
173 1
174 1
176 1
180 2
181 1
182 1
183 1
184 1
186 1
187 1
190 1
191 1
196 1
199 4
200 1
204 1
205 1
207 1
208 1
210 1
211 1
216 1
217 2
219 1
220 2
221 1
223 1
224 1
225 1
229 1
230 1
232 2
233 1
235 1
243 1
246 1
247 1
248 2
251 2
252 1
254 3
262 2
265 1
266 2
270 1
271 1
272 1
277 1
279 1
281 1
282 2
287 1
301 2
302 1
303 1
305 2
306 1
308 1
310 1
311 1
313 1
314 1
315 1
319 1
320 1
321 1
323 1
327 1
329 1
330 1
338 1
346 1
348 1
349 1
350 1
359 1
360 1
362 1
364 2
366 1
367 2
369 2
371 1
373 1
376 1
378 1
379 1
385 3
388 2
391 1
392 2
394 1
395 1
399 1
402 1
404 1
409 1
411 1
412 1
416 1
424 1
427 1
434 1
435 2
436 1
443 2
446 1
447 1
449 2
451 1
452 1
455 1
469 2
470 1
482 1
486 1
490 1
492 2
493 2
494 1
503 1
508 1
509 2
510 1
514 1
515 1
519 1
520 1
524 2
534 1
536 1
542 2
543 1
545 2
547 1
548 1
549 2
551 1
552 1
554 1
558 1
563 1
565 1
567 1
570 1
577 1
579 1
580 1
581 1
582 1
583 1
587 1
590 1
599 1
602 1
603 1
604 1
605 3
607 1
614 1
616 1
624 1
629 1
630 1
641 1
645 1
647 2
654 1
663 1
665 1
667 1
685 1
690 1
691 2
692 1
707 2
710 1
714 2
722 3
726 1
727 1
729 1
735 1
736 1
741 1
745 1
752 1
756 1
758 2
761 1
768 1
769 1
773 1
774 1
776 1
778 1
779 1
780 1
787 1
792 1
797 1
810 2
812 2
814 1
821 1
823 1
831 1
833 1
835 1
850 1
855 1
865 1
867 1
868 1
871 1
873 1
879 1
883 1
888 1
889 1
890 1
896 1
931 1
933 1
954 1
955 1
