0 649
2 1
3 1
4 1
8 1
10 1
11 1
12 1
14 1
19 1
21 1
23 3
26 1
27 1
31 1
34 2
36 1
37 1
38 1
40 1
44 1
46 3
48 1
50 1
51 1
53 1
54 1
55 1
60 1
61 1
62 2
63 1
65 1
66 2
67 1
68 1
71 1
75 1
76 2
77 1
78 1
80 1
81 1
82 1
84 1
88 1
89 1
90 2
92 2
94 1
96 1
99 3
100 1
103 1
106 2
108 1
110 1
111 2
115 2
116 1
119 1
120 1
121 2
125 1
128 1
129 1
130 2
135 2
139 2
141 2
144 1
146 1
148 1
151 1
152 2
154 3
156 1
157 1
159 2
162 1
163 2
164 1
165 2
166 1
169 1
172 1
174 1
176 3
180 1
181 1
182 2
183 1
184 2
186 1
187 1
189 1
202 1
204 1
205 1
208 2
209 1
210 1
218 2
219 2
220 1
221 2
223 2
225 1
229 2
232 1
234 1
239 1
248 1
249 1
252 1
254 2
259 1
260 1
262 1
266 2
271 2
272 1
273 1
277 1
279 1
281 1
287 1
290 1
295 1
298 1
301 1
303 1
305 1
306 1
308 1
309 1
311 1
315 1
316 1
317 1
318 1
320 3
326 1
329 1
330 1
331 1
334 1
341 1
347 1
348 1
350 1
351 2
357 1
359 1
362 3
364 2
365 1
366 1
369 2
370 1
371 1
373 2
374 2
376 1
379 1
380 1
381 1
385 3
390 1
391 1
392 1
393 1
394 1
395 1
399 1
409 1
410 1
426 1
428 1
435 2
436 1
438 1
443 1
449 2
451 3
452 2
455 1
461 1
462 1
469 2
473 1
474 1
486 4
490 1
491 1
494 1
497 1
499 1
500 1
501 2
502 2
503 2
509 2
510 1
511 1
514 1
515 1
516 1
517 1
518 1
519 2
520 2
524 1
534 1
535 1
536 1
542 1
545 1
546 1
549 1
551 1
554 2
555 1
556 1
557 1
558 1
559 1
563 1
564 1
565 1
568 1
574 1
577 1
582 1
583 1
587 1
590 1
601 1
602 1
603 1
605 1
607 1
611 1
623 1
628 1
629 1
635 1
636 1
638 1
641 1
643 1
645 1
647 2
652 1
657 3
658 1
664 1
669 1
674 1
678 1
680 1
681 1
682 1
691 1
692 2
697 1
699 1
705 1
706 2
707 3
708 1
710 2
711 1
714 2
716 2
718 2
720 1
722 1
724 1
726 2
735 1
736 2
738 4
744 1
745 1
746 1
747 1
748 1
749 1
752 2
754 2
758 1
760 1
761 1
766 1
769 1
774 1
778 1
779 1
781 1
785 1
787 1
790 1
791 2
793 1
797 1
798 1
805 2
812 1
814 1
818 1
819 1
821 1
823 1
829 1
830 1
831 1
835 2
839 1
846 2
850 1
852 1
853 1
855 1
856 1
861 1
865 1
869 1
871 1
872 1
873 3
876 1
879 1
880 1
883 1
889 1
890 1
891 1
894 1
896 3
909 1
910 1
911 1
917 1
918 1
922 1
931 1
933 1
934 1
936 1
940 1
943 1
947 1
949 1
953 1
954 1
955 1
956 1
959 1
962 2
969 1
971 1
