0 2054
4 1
5 1
8 1
9 1
11 1
14 1
15 1
16 1
18 1
22 2
27 1
28 2
35 1
39 2
46 2
52 1
58 1
61 1
69 1
73 1
75 1
76 1
79 1
84 2
85 1
91 1
94 1
95 1
97 1
103 1
115 1
119 1
129 1
139 2
140 1
151 1
154 1
165 1
172 1
178 1
190 1
200 1
204 1
206 1
207 1
219 1
221 1
232 1
243 1
244 1
247 1
253 1
279 1
281 1
287 2
300 2
306 1
308 1
314 1
327 1
349 1
350 1
367 1
388 1
399 1
412 1
414 1
424 1
435 1
447 1
467 1
469 1
476 1
480 1
483 1
504 1
508 1
529 1
536 1
543 1
552 1
567 2
572 1
590 1
616 1
630 1
677 1
685 1
690 1
691 1
707 2
714 1
722 1
741 1
758 1
769 1
774 1
797 1
879 1
933 1
