0 387
2 1
3 1
4 1
8 1
11 1
14 1
15 1
19 1
21 1
23 3
26 1
27 1
30 1
31 1
34 1
40 1
42 1
46 2
48 1
50 1
51 2
53 1
54 1
60 1
61 1
62 1
67 1
68 1
71 1
75 1
76 2
77 1
78 1
80 2
81 1
82 1
88 1
89 1
90 2
92 2
94 1
99 1
100 1
106 2
110 1
111 2
115 1
116 2
119 1
120 1
121 1
122 1
124 1
125 2
128 1
130 1
141 1
144 1
146 1
148 1
151 1
155 1
162 1
164 1
165 2
166 1
169 1
174 1
176 3
181 1
182 2
184 1
186 1
188 1
189 1
191 1
195 1
202 1
203 1
204 2
205 1
208 2
209 1
210 1
218 1
219 1
221 2
225 1
229 2
234 1
237 1
238 1
239 1
243 1
252 1
258 1
259 1
264 1
266 1
276 1
287 1
290 1
293 1
301 2
305 1
306 1
308 2
309 1
311 1
315 1
316 1
317 1
318 1
320 3
340 1
344 1
351 1
359 1
362 2
364 2
365 1
369 1
371 1
372 1
373 1
374 2
380 1
381 2
391 2
392 1
394 2
399 1
400 1
407 1
423 1
435 1
443 1
449 1
451 1
452 2
455 1
457 1
461 1
462 1
466 1
468 1
469 2
473 1
486 2
488 1
490 1
494 1
496 1
497 1
499 2
501 1
502 2
503 2
507 1
510 1
511 1
514 2
515 1
518 1
519 1
520 1
521 1
522 1
524 1
527 1
534 1
551 1
552 1
556 1
557 1
562 1
563 1
568 1
574 1
576 1
577 1
590 1
602 1
603 1
607 1
611 1
613 1
623 1
626 1
628 1
631 1
635 2
636 1
638 1
643 1
644 1
652 1
658 1
664 2
669 1
671 1
679 1
681 2
691 1
692 2
693 1
695 1
707 1
711 1
714 1
716 1
718 1
722 1
724 1
726 1
738 1
742 1
744 1
746 2
747 1
749 1
751 1
752 1
753 1
758 1
760 1
763 1
773 1
774 2
778 1
779 1
783 1
790 1
791 1
793 2
797 2
798 1
800 1
805 2
812 1
813 1
816 1
818 1
819 1
821 1
825 1
828 1
829 1
830 1
831 2
835 2
839 2
846 1
847 1
849 1
850 1
851 1
852 1
859 1
861 1
864 2
867 1
869 1
872 1
873 3
879 2
880 1
883 2
886 1
889 1
891 1
894 1
895 1
896 4
900 1
902 1
909 1
911 2
918 1
922 1
927 1
931 1
933 1
934 2
936 1
939 1
940 1
943 1
945 1
947 1
954 1
955 1
956 3
962 2
963 1
969 1
974 1
975 1
993 1
998 1
