0 0.000438982
20 0.00219491
40 0.00351185
60 0.00395083
80 0.00570676
100 0.00614574
120 0.00790167
140 0.0127305
160 0.0131694
180 0.0144864
200 0.0193152
220 0.0206321
240 0.0289728
260 0.0351185
280 0.0438982
300 0.0535557
320 0.0676032
340 0.0776997
360 0.0829675
380 0.150132
400 0.150571
420 0.162423
440 0.0737489
460 0.0746269
480 0.0320457
500 0.0219491
520 0.0219491
540 0.0219491
560 0.0219491
580 0.0219491
600 0.0219491
620 0.0219491
640 0.0219491
660 0.0219491
680 0.0219491
700 0.0219491
720 0.0219491
740 0.0219491
760 0.0219491
780 0.0219491
800 0.0219491
820 0.0219491
840 0.0219491
860 0.0219491
880 0.0219491
900 0.0219491
920 0.0219491
960 0.0219491
980 0.0219491
